pair_nums,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
214,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,6.0,3.0,4.0,6.0,6.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0
215,6.0,6.0,3.0,5.0,5.0,5.0,4.0,2.0,6.0,6.0,5.0,2.0,2.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,3.0,5.0,5.0
216,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,6.0,2.0,3.0,3.0,6.0,3.0,3.0,7.0,2.0,6.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0
217,6.0,5.0,2.0,4.0,5.0,5.0,2.0,3.0,2.0,6.0,5.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,6.0,6.0,7.0,4.0,4.0,6.0,6.0,5.0,4.0,6.0,4.0,6.0,5.0,6.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,5.0,4.0,5.0,3.0,4.0,6.0,5.0,6.0
218,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0
219,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,5.0,4.0,6.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,5.0,2.0,3.0,6.0,3.0,5.0,4.0,5.0,7.0,6.0,5.0,7.0,4.0,4.0,4.0,6.0,3.0
220,3.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
221,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,6.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
222,4.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,7.0,4.0,4.0,7.0,5.0,2.0,3.0,5.0,5.0,7.0,4.0,6.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,6.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,2.0,3.0,3.0
223,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,7.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,6.0,3.0,6.0,6.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,6.0,6.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0
224,4.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
225,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0
226,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,6.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,7.0,5.0
227,2.0,2.0,4.0,2.0,5.0,2.0,6.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,6.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,6.0,1.0,5.0,5.0,6.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0
228,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,3.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0
229,4.0,5.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,4.0,5.0,7.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0
230,5.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0
231,4.0,6.0,2.0,4.0,4.0,7.0,5.0,4.0,2.0,4.0,6.0,3.0,1.0,2.0,4.0,2.0,6.0,6.0,3.0,4.0,5.0,6.0,4.0,4.0,7.0,5.0,3.0,7.0,6.0,4.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0
232,6.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,6.0,6.0,3.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,2.0,5.0,6.0,2.0,6.0,5.0,6.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,4.0,6.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,3.0,6.0,3.0,7.0,6.0
233,4.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,1.0,2.0,6.0,5.0,2.0,2.0,6.0,7.0,7.0,5.0,4.0,5.0,6.0,2.0,4.0,6.0,4.0,7.0,5.0,6.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,6.0,6.0,5.0,7.0,6.0,6.0,4.0,7.0,5.0
234,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0
235,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,6.0,7.0,6.0,4.0,4.0,4.0,7.0,5.0,4.0,7.0,3.0,3.0,5.0,6.0,6.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,6.0,6.0,5.0,7.0,4.0,4.0,5.0,6.0,6.0
236,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,7.0,5.0,4.0,5.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,4.0,4.0,5.0,5.0,4.0
237,6.0,5.0,4.0,3.0,6.0,7.0,7.0,6.0,3.0,6.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,6.0,7.0,7.0,3.0,5.0,4.0,6.0,6.0,5.0,6.0,4.0,3.0,2.0,4.0,5.0,6.0,2.0,2.0,3.0,5.0,4.0,6.0,3.0,2.0,6.0,3.0,5.0,4.0,5.0,3.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0
238,5.0,4.0,2.0,3.0,5.0,6.0,6.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,4.0,6.0,4.0,3.0,7.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
239,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0
240,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,6.0,7.0,6.0,4.0,5.0,6.0,6.0,4.0,5.0,7.0,4.0,5.0,6.0,7.0,6.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,7.0,7.0,4.0,3.0,4.0,4.0,5.0,5.0,6.0,4.0
241,6.0,6.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,6.0,3.0,4.0,4.0,3.0,6.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,6.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
242,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
243,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,6.0,4.0,1.0,4.0,1.0,6.0,1.0,3.0,2.0,1.0,3.0,7.0,7.0,3.0,3.0,6.0,7.0,3.0,4.0,6.0,4.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,6.0,4.0,2.0,2.0,4.0,7.0,6.0,5.0,6.0,3.0,3.0,3.0,4.0,4.0
244,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
245,4.0,4.0,1.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,5.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,5.0,6.0,4.0,4.0,6.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,5.0,4.0
246,5.0,6.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,7.0,6.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0
247,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,6.0,5.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,5.0,6.0,6.0,2.0,2.0,5.0,6.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,5.0,5.0,6.0,4.0,4.0,3.0,5.0,4.0
248,5.0,5.0,2.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,6.0,5.0,6.0,4.0,3.0,7.0,5.0,2.0,4.0,7.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0
249,6.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0
250,4.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,4.0,6.0,7.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,7.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,4.0,6.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,4.0,5.0
251,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,5.0,6.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0
252,4.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,6.0,5.0,3.0,7.0,5.0,3.0,5.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,2.0,4.0,3.0,5.0,5.0
253,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0
254,4.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,6.0,3.0,4.0,5.0,4.0,3.0,3.0,6.0,3.0,5.0,4.0,6.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0
255,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,6.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0
256,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0
257,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
258,4.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,6.0,3.0,2.0,2.0,2.0,3.0,1.0,6.0,3.0,2.0,6.0,7.0,7.0,2.0,2.0,7.0,6.0,4.0,6.0,6.0,3.0,5.0,5.0,6.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0
259,4.0,4.0,3.0,3.0,4.0,6.0,5.0,4.0,3.0,5.0,7.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,6.0,6.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0
260,3.0,3.0,1.0,5.0,5.0,4.0,6.0,4.0,2.0,7.0,7.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,6.0,6.0,6.0,3.0,4.0,7.0,6.0,5.0,4.0,6.0,2.0,6.0,3.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0
261,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,6.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0
262,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0
263,2.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0
264,4.0,5.0,3.0,3.0,4.0,6.0,4.0,5.0,3.0,6.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,6.0,6.0,7.0,4.0,3.0,7.0,7.0,4.0,6.0,7.0,3.0,6.0,5.0,6.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0
265,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0
266,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,6.0,6.0,3.0,3.0,4.0,5.0,4.0,2.0,7.0,1.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0
267,4.0,3.0,1.0,5.0,4.0,6.0,2.0,4.0,3.0,6.0,5.0,3.0,2.0,1.0,6.0,1.0,3.0,3.0,3.0,5.0,6.0,7.0,3.0,2.0,4.0,5.0,2.0,3.0,5.0,3.0,6.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,1.0,3.0,7.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0
268,6.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,1.0,7.0,6.0,1.0,6.0,1.0,4.0,1.0,6.0,4.0,1.0,6.0,7.0,7.0,4.0,4.0,6.0,7.0,5.0,4.0,7.0,4.0,6.0,6.0,7.0,6.0,6.0,2.0,1.0,2.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,6.0,7.0,6.0
269,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
270,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0
